DETAILED DATABASE

+--------+---------------------------+---------------------------+------+------+----------------------------------------------------------------------------------------------------------------------------------+---------+---------+---------+-------------+------------+------+------+----------+---------+---------+---------+-------------+------------+------+------+----------+---------+
|  ROLL  |            NAME           |        FATHER_NAME        | SEM1 | SEM2 |                                                             PENDING1                                                             | STATUS1 | SEM1_CO | SEM2_CO | PENDING1_CO | STATUS1_CO | SEM3 | SEM4 | PENDING2 | STATUS2 | SEM3_CO | SEM4_CO | PENDING2_CO | STATUS2_CO | SEM5 | SEM6 | PENDING3 | STATUS3 |
| 14553  |        VARUN KUMAR        |                                                                -                                                                 |         |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14554  |        VIKASH YADAV       |                                             KAS101, KAS103, KAS204, KEE101, KME202,                                              |   FAIL  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14555  |        VIMAL KUMAR        |                                                             KME202,                                                              |  PCP(1) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14556  |        VIMAL PATEL        |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14557  |        VIMAL SAGAR        |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14558  |    VINAY PRATAP SINGH     |                                                                -                                                                 |         |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14559  |    VINEET KUMAR TIWARI    |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14601  |    ABDUL KALAM SIDDIQUE   |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14602  |       ABHISHEK KUMAR      |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14603  |        ADARSH YADAV       |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14604  |       AKANKSHA SINGH      |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14605  |         ALOK KUMAR        |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14606  |     ANAND KUMAR GAUTAM    |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14607  |       ANIMESH SINGH       |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14608  |        ANSHU KUMAR        |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14609  |        ANUPAMA RAO        |                                                 KAS103, KCS101, KEE201, KME102,                                                  |   FAIL  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14610  |     ANURAG SRIVASTAVA     |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14611  |        ARJIT YADAV        |                                                                -                                                                 |         |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14612  |       ASHWARY TIWARI      |                                                               NONE                                                               |  PWG(5) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14613  |         ATUL TYAGI        |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14614  |       DANYAL HUSAIN       |                                                                -                                                                 |         |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14615  |      DEBAYAN GOSWAMI      |                                                         KEC201, KEE201,                                                          |  PCP(2) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14616  |      DEEPSHIKHA SINGH     |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14617  |       DEVESH PANDEY       |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14618  |        GARVITA GARG       |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14619  |        HARISH KUMAR       |                                                         KEC201, KEE201,                                                          |  PCP(2) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14620  |      HIMANSHU RANJAN      |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14621  |        ISHAN SHARMA       |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14622  |   KAMISH KUMAR UPADHYAY   |                                                             KME102,                                                              |  PCP(1) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14623  |      KM ANKITA CHAND      |                                                         KEE201, KME102,                                                          |  PCP(2) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14624  |         KM MANISHA        |                                                             KME102,                                                              |  PCP(1) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14625  |       KUNAL KOTHARI       |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14626  |      NIDHI SRIVASTAVA     |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14627  |        PIYUSH DIXIT       |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14628  |       PRABHAT RANJAN      |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14629  |   PRANESH KUMAR DWIVEDI   |                                                             KEE201,                                                              |  PCP(1) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14630  |        RAHUL PRASAD       |                                                     KCS101, KEE201, KME102,                                                      |  PCP(3) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14631  |        RAJAT GUPTA        |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14632  |        RAJAT KHEMKA       |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14633  |     RAVI PRATAP SINGH     |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14634  |        RAVI SHUKLA        |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14635  |        RUPESH YADAV       |                                                         KCS101, KME102,                                                          |  PCP(2) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14636  |        SAGAR SHARMA       |                                                               NONE                                                               |  PWG(5) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14637  |       SAHIL HUSSAIN       |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14638  |        SALONI SAHU        |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14639  |    SHAILESH KUMAR SINGH   |                                                     KCS101, KEE201, KME102,                                                      |  PCP(3) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14640  |   SHARAD KUMAR PRAJAPATI  |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14641  |       SHIKHAR SAXENA      |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14642  |       SHIVANI SINGH       |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14643  |      SHIVANKAR SINGH      |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14644  |       SHUBHAM SAXENA      |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14645  |       SHWETANK YADAV      |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14646  |    SUBHAM PRATAP SINGH    |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14647  |       TUSHAR BANSAL       |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14648  |        TUSHAR GUPTA       |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14649  |       VAGEESH MISHRA      |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14650  |        VIVEK SINGH        |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14651  |       MADHUR SHARMA       |                                                         KAS201, KEE201,                                                          |  PCP(2) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14652  |             -             |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14653  |             -             |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14654  |             -             |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14655  |             -             |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14656  |             -             |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14657  |             -             |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14658  |             -             |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14659  |             -             |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14701  |       AKANKSHA JAIN       |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14702  |        ALOK GAUTAM        |                                                            KMCA214,                                                              |  PCP(1) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14703  |       AMITABH TIWARI      |                                                    KAS104, KMCA212, KMCA214,                                                     |  PCP(3) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14704  |   ANKIT KUMAR SRIVASTAVA  |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14705  |        ANKUR KUMAR        |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14706  |        ANOOP SINGH        |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14707  |       APURVA RASTOGI      |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14708  |       AWADHESH SINGH      |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14709  |    BIPIN BIHARI TIWARI    |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14710  |      DEEPIKA CHAUHAN      |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14711  |   DHEERAJ KUMAR JAISWAL   |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14712  |        DIVYA GUPTA        |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14713  |        GAURAV KUMAR       |                                                            KMCA212,                                                              |  PCP(1) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14714  |      HARSHDIP MISHRA      |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14715  |     IRFAN AHMAD ANSARI    |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14716  |       JITENDRA KUMAR      |                                                            KMCA214,                                                              |  PCP(1) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14717  |         JYOTI OJHA        |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14718  |      KANCHAN CHAUHAN      |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14719  |     KANHEYA LAL TIWARI    |                                                            KMCA214,                                                              |  PCP(1) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14720  |        KHALID MOIN        |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14721  |       KHUSHBOO GOND       |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14722  |     KISHAN KUMAR YADAV    |                                                        KAS104, KMCA214,                                                          |  PCP(2) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14723  |       KM PRIYA SINGH      |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14724  |         KM. DIKSHA        |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14725  |        MANOJ KUMAR        |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14726  |     MANUJ KUMAR SHARMA    |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14727  |       MOHD AQIL KHAN      |                                                            KMCA214,                                                              |  PCP(1) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14728  |        NADEEM AHMAD       |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14729  |   NAVEEN KUMAR VARSHNEY   |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14730  |        PARUL SHARMA       |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14731  |       POOJA KUMARI        |                                                            KMCA214,                                                              |  PCP(1) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14732  |       PRIYA KATIYAR       |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14733  |        RADHA KUMARI       |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14734  |        RAHUL BHARTI       |                                                    KAS104, KMCA212, KMCA214,                                                     |  PCP(3) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14735  |     RAHUL KUMAR GUPTA     |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14736  |        RAJEEV KUMAR       |                                                            KMCA214,                                                              |  PCP(1) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14737  |       RAJNEESH KUMAR      |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14738  |        RASHMI GUPTA       |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14739  |         RAVI KUMAR        |                                                            KMCA214,                                                              |  PCP(1) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14740  |        RAVI MALVIYA       |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14741  |         RISHA RANI        |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14742  |       RUCHIMAY VERMA      |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14743  |          S.DEEPAK         |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14744  |  SANJAY KUMAR PUSHP JIVI  |                                                                -                                                                 |         |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14745  |    SAURABH KUMAR PANDEY   |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14746  |      SHALAKHA GAUTAM      |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14747  |     SHIKHA SRIVASTAVA     |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14748  |     SHIPRA SRIVASTAAVA    |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14749  |     SHIVNARAYAN PASWAN    |                                                            KMCA214,                                                              |  PCP(1) |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14750  |     SUBHANSHU TRIVEDI     |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14751  |       TRAPTI SHARMA       |                                                                -                                                                 |         |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14752  |   TRAYAMBAK DHAR DWIVEDI  |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14753  |        UMESH KUMAR        |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14754  |       VAIBHAV SHUKLA      |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14755  |        VIKESH GUPTA       |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14756  |       VIKRANT SHARMA      |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14757  |   VIVEK KUMAR CHAURASIA   |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14758  |     VIVEK KUMAR SAHOO     |                                                               NONE                                                               |   PASS  |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 14759  |             -             |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158101 |      ARUN KUMAR VERMA     |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158102 |        ARVIND KUMAR       |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158103 |      BIPIN BIHARI RAM     |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158104 |         HADI HASAN        |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158105 |       HASNAIN SHEKH       |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158106 |          JYOTSANA         |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158107 |        KAPIL KUMAR        |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158108 |        SHANVI GUPTA       |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158109 |    SHUBHAM KUMAR BHARTI   |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158110 |       SHUBHAM MISHRA      |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158111 |     SUJIT KUMAR YADAVA    |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158201 |       ADARSH PANDEY       |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158202 |          AKANKSHA         |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158203 |      AMIT KUMAR DUBEY     |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158204 |        BHOLA SINGH        |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158205 |             -             |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158206 |       MANISH MAURYA       |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158207 |       NAVEEN DWIVEDI      |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158208 |        POOJA BHARTI       |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158209 |       SANCHIT SINGH       |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158210 |          SHALU JI         |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158211 |     SUJIT KUMAR PANDEY    |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158212 |       VARSHA SONKAR       |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158301 |         ANITA DEVI        |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158302 |   AWADHESH KUMAR MAURYA   |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158303 |     DILIP KUMAR BHARTI    |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158304 |     GOURAV JHINJHANIYA    |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158305 |        KAIFIL VARA        |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158306 |     MANISH KUMAR GUPTA    |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158307 |      MANISH PRAJAPTI      |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158308 |     NIKESH KUMAR DUBEY    |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158309 |        NISHA SINGH        |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158310 | PRASHANT KUMAR SHRIWASTAW |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158311 |       RAM MURTI PAL       |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158312 |       SHAGUN GANGWAR      |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158401 |      AVIINASH CHAUHAN     |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158402 |       DIKSHA MISHRA       |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
| 158403 |   MITHILESH KUMAR PATEL   |                                                                -                                                                 |    -    |      -      |     -      |    -     |    -    |      -      |     -      |    -     |    -    |
